"","ACACA","ACVRL1","AKT1","AKT1S1","ANXA1","AR","ARAF","ASNS","ATM","BAD","BAK1","BAP1","BAX","BCL2","BCL2L1","BCL2L11","BECN1","BID","BRAF","BRCA2","CASP7","CAV1","CCNB1","CCND1","CCNE1","CCNE2","CDH1","CDH2","CDH3","CDKN1A","CDKN1B","CHEK1","CHEK2","CLDN7","COL6A1","CTNNB1","DIRAS3","DVL3","EEF2","EEF2K","EGFR","EIF4E","EIF4EBP1","EIF4G1","ERBB2","ERBB3","ERRFI1","ESR1","ETS1","FASN","FN1","FOXM1","FOXO3","G6PD","GAB2","GAPDH","GATA3","GSK3A","HSPA1A","IGFBP2","IRS1","ITGA2","JUN","KDR","KIT","LCK","MAP2K1","MAPK1","MAPK14","MAPK9","MET","MRE11A","MYC","MYH11","NDRG1","NF2","NFKB1","NOTCH1","NRAS","NRG1","PARK7","PCNA","PDCD4","PDK1","PEA15","PGR","PIK3R1","PRDX1","PREX1","PRKAA1","PRKCD","PTEN","PXN","RAB25","RAD50","RAD51","RAF1","RB1","RBM15","RPS6","RPS6KA1","RPS6KB1","SERPINE1","SFRS1","SHC1","SMAD1","SMAD3","SMAD4","SQSTM1","SRC","STAT3","STAT5A","STK11","STMN1","SYK","TGM2","TP53","TP53BP1","TSC1","TSC2","TUBA1B","VHL","WWTR1","XBP1","XRCC1","XRCC5","YAP1","YBX1","YWHAB","YWHAE","YWHAZ"
"subject35",-0.775135390432009,6.30932325635327,-0.962225896605093,-0.727353042284952,0.946701439005509,5.94607572137512,5.16423561956931,-1.99776145041888,-0.392886694497867,5.80375148844089,1.08076510332265,4.42154459823687,0.257976995978481,-0.555550429735999,-0.0880951329107427,-0.626352182528041,-0.328839159186356,0.0200499566732759,6.21596123455252,4.08765945066856,4.9213567153722,3.37219634945083,-0.793271564742593,2.14227204640083,0.644027441382101,4.08401541205217,5.73096378755471,2.16288831963847,8.07995193663728,4.04635636336207,0.22965783277113,-0.423861246047929,4.66503175311579,7.31800375875554,-0.418365191015289,1.06640980172623,5.46761551691223,5.58372103126918,4.08179236468685,0.817993533232052,4.25537455966053,0.237840963945022,4.15416121699502,-0.288720896827426,6.20765784430309,5.15021670409434,-1.28613957106145,6.27964661110617,-0.494058789640345,2.64029271386991,2.56147184516496,3.03495016995286,-0.448927391679099,-1.78635789765739,0.75382708496669,-0.973605980043122,-4.0755449623214,0.367040445900948,8.65356069697713,1.95959000938959,0.499725258014275,-0.855530146953916,7.39666942406212,2.25205593400531,-2.2608309509072,-2.6067539701106,4.8836872660758,-0.401473089208464,0.449533617283327,-0.364558520939249,3.76775587042976,0.273100419058061,-0.717469959707001,3.13131786091519,-1.2662205139604,4.21095145493278,0.958356962501587,-1.55313645429752,5.8863522958774,-0.326178944197079,0.0972037124599793,-0.734802120502719,5.76893113579816,4.12211384044173,1.88647417496862,-0.787411498826899,6.08372388288635,-0.186805643475635,4.60608845633957,3.66646406294191,5.20178244389435,7.18903802881145,-0.527436801119735,-1.49210591310869,5.7269375374167,4.32253045109533,5.19921725419734,-0.620006247120316,-0.693655453333401,6.98563312689916,5.46534504486809,3.47772092261524,-3.97970150631743,-0.696403182845699,4.64862589415607,7.27732267086161,-1.10435759634006,1.16436751174802,5.43277207874404,4.69262648890097,0.617299844575578,4.36129537392005,-0.192975485119714,-0.0566948566012949,3.50775038855383,-1.16834708384509,6.14217693354295,1.50078324356862,-0.418357810827163,5.22682749206573,-0.311935765455951,5.10908165248951,6.00908639257099,-1.54720645095745,4.51446459718622,6.59299570566567,1.79291951291435,5.40089543558248,0.0694461176744635,6.05196379417258,0.247413087036099
"subject36",-0.920042678570755,6.77480107203128,-0.451165378430282,-1.41857130283925,-0.522148826398062,5.51620057218983,4.83939923496354,-2.09743814221452,-0.832207104809024,5.25053504760577,1.47376418659128,4.41815130367454,-0.433695229846457,1.1331933123873,0.548682015474813,-0.404281718438426,0.145187700797021,0.708723437081438,5.81223925158371,3.50065324229442,6.84365556880507,3.1827246428272,-2.56395036670721,5.14825970395149,-0.544858501551596,3.78968833690551,6.10355277569955,3.31573571943889,5.29749033597048,3.42710910252822,-0.665481194561643,-1.79115348423235,4.41322068443036,8.29544747891542,-0.862805448599778,0.811768013914939,4.89172565844416,5.51140511932668,4.80378929535913,-0.103044785444824,5.05130310454001,0.211518257041253,2.5562229395999,-0.664411729977354,6.87045023316649,6.07782433713778,0.000855259897318494,7.25907245226659,-0.664776338543861,2.84451083391847,2.8202431523901,2.85275136157835,-0.303878389144215,-2.19722012376307,0.78067433059544,-0.971299275804434,-3.44727372142068,-0.223905961524873,5.34833969378126,2.36310917708579,-0.458505797138347,-0.849698215607167,5.57377498779782,1.35464336411001,-1.11793452851228,-3.42713287600001,4.52180443948469,-0.786170308467455,-0.20614807030034,-1.35832253679393,4.74160952057084,-0.0846842474738829,-0.767394031945334,1.75816220944234,1.2433468201216,5.02947422073538,0.304655833742408,-1.58327508918827,4.31369224020667,-1.78302695991093,0.467320104247085,-1.40154620677228,7.25596948292239,3.22594315482724,1.91639301419844,-1.77431800167393,4.0196498010361,-1.23006177972972,4.68227821774397,3.92193129309587,6.18825873806271,6.41046814653186,-0.306455895134536,-1.32742806763378,4.73437986385676,3.71264457948464,5.18793001516955,-0.34184849363795,-1.56656311637825,5.48139126457864,4.24036913366417,3.12088272609824,-2.85103166746344,-0.767422324986728,4.00740901247896,6.49468991317567,-0.469296977410482,0.864800198758192,4.37934330926075,5.73431390828325,0.132547960637723,4.14564288208242,-0.704660428496388,-1.38286364319477,2.69411382562305,0.702260327646981,5.33698995134928,0.281520839807794,-0.600771524338027,5.86754908677383,-0.666362968586102,5.82898550414427,5.72819343817334,-0.118771247169778,4.22115552853332,5.13039724085873,1.40873473746207,5.49591094013695,0.793508854564097,5.12468447800592,1.21028667527231
"subject37",-0.721674643847091,5.8343430015869,1.07826160662326,-0.270762034082694,0.538795303997046,5.6343325852474,5.72950924554363,-0.752207349867543,-1.03900743989246,5.89730234804687,0.735389513791623,4.44396230606121,0.305070166144416,-0.918705378918959,0.870129566928946,-0.00231910328440382,-0.533619510880086,-0.373522630081587,6.09047457855334,5.10999909098728,6.5655601778823,2.67630523113582,-0.472234273295651,3.60762631972342,0.685638217397031,3.51621114604909,6.36316609409075,2.81957467151545,6.09554476263278,3.99551087121863,0.370503572994461,-1.1975605186144,5.1491381674448,8.12742813433783,0.0753280075762508,1.03051209026434,5.2658769674988,6.40880915110916,4.9099629244149,0.740465490610745,4.6781085712768,0.443535120179914,3.90362568797422,0.596563713432562,6.26548417131158,5.24836901691511,-1.46098569070299,6.72114433103764,-0.582141967486062,3.70317370879191,2.53281542559802,4.00525893771905,-0.451066383280294,-1.3050652548638,0.739227683279418,0.483795939785509,-4.47225919343602,0.32152061959355,7.65856286666371,1.94612542300046,-1.25125456180477,-0.735525738902634,5.943690482502,2.47624056589078,0.614110049819797,-2.44258189681689,5.34199688725375,-0.173223846731661,-0.359477814483183,0.527786104327483,3.9820092437442,0.0639004387176946,0.292865336847735,1.95482768851852,0.85058417842981,4.53858066700356,0.775211610239967,-0.724961707551842,5.34216302687775,-1.62500386529747,0.167121158298184,-1.32122691938496,5.94628352129564,4.03879153663257,2.67061435205464,-1.82671081374984,6.6869012272724,0.0708284644405413,3.25739809452761,4.31865765985365,5.34911955987306,5.12718063805396,-0.326433904717336,-0.865737605048786,5.64469961970012,3.76347208848953,5.21837023696227,-0.399736503691802,-0.876235138984578,5.87117225152223,4.85832344766847,3.98770935963658,-1.7127825275097,-0.431773837863831,4.37763339971053,6.88155167575372,-0.733325505097297,0.946771437917324,6.0103998453455,4.52804035659451,1.14964754287456,3.58256561883535,-0.177063285133632,0.0712424729642895,3.5456338428007,-0.434933808205131,4.74505946046708,0.0940251768874736,-0.351329338349368,4.49500763691692,-0.0790081404574751,4.34335503690423,6.06341970416668,0.00288534277259594,4.2691751209998,5.71434681051584,1.40252556810799,5.36207948639792,0.50184130863674,6.28461169102797,1.11576386338899
"subject38",-1.2629741921503,6.1339279536203,-0.85114230620357,-0.992452130441845,0.637736737186919,3.29906209349893,-0.196498269056856,-1.3265309696513,3.5646707747965,0.92895330109381,6.17655552539895,4.37658624243533,4.99739892614679,5.33463924746539,6.07115642196075,0.431555894921581,-0.193986983812606,0.720766825398855,6.19086888823152,-1.81145291607439,0.952253548053679,3.19700683851975,-1.79249375396849,5.50319747290412,0.327644277571324,-0.312199815684221,6.93644820335102,-9.52153116112187e-05,2.7578403590569,2.91952254200708,0.858960846558235,2.46937611791622,0.312869701779536,4.54260668448724,-1.89167170381354,1.41355933514193,6.79281538651553,0.284360044461755,-0.846416458838665,-0.127050932720553,4.40248361542116,0.302147652190602,4.31338053243,-1.66261724158773,7.00040448831998,5.51014971660808,3.36593607171075,7.62720518770239,-1.75384510750538,2.30429365827186,-2.71872162605475,-1.83095085907768,-0.343604173645844,-2.64584005927681,7.76509456067444,4.45815435345522,-4.01194599402329,0.423512236834792,4.59721251953677,0.107791339255731,-1.93308130184071,-1.18721338631785,5.98923393340024,6.95170571705353,-3.44576417714682,-3.38783176237182,0.690365256135507,-0.467373154328721,-0.0976192109450296,0.684892815491125,-0.142451846354891,0.387311056118176,5.45663420670474,2.15027495318135,0.756822255598236,-0.849985755734564,1.02818558766184,-1.48632850902077,0.453494032433267,3.72441375345285,-0.117439970006438,3.5043915819852,1.75153304694001,0.663856814400181,6.85993437005895,-1.75299664481311,5.6534414774383,-1.61799787087204,3.23915712262558,-1.74049443590839,6.8534827094589,7.09075202619863,0.41557739325385,6.81172914090713,5.86410611942123,-2.64824287626718,0.615560847827842,3.8082840414595,4.62052799402855,6.81640085638697,0.65958479730339,-2.24524733385195,-4.73078676354502,-0.445357451051511,3.8480017311916,1.33869354268439,0.327126961803088,1.53477691754655,5.60321815459983,0.225655240228535,0.679112700727765,5.33477957679176,4.80290155846822,4.40314003899547,8.85995994474066,-1.05745912615518,5.50891617983133,5.14446491898316,4.44098869667963,4.80151768028623,-1.1516051198423,5.80836037303669,0.0963690645276328,-0.786688778925935,-0.206091943986812,5.83288868643892,2.09225520190571,-0.584709935293473,-0.0510168351643825,0.444752201936387,1.23364688404548
"subject39",-0.73735897249932,6.46482815321561,0.18166352306872,-0.699127565502434,-0.146298966365928,7.57619655419038,5.49959974645383,-1.32389097037517,-0.410499865813261,5.52507333939535,0.212541526712615,4.09963147518188,0.339484750246841,-0.29556367747641,-0.303122177782983,-0.0751542142857113,0.208840920761521,-0.162030530037508,6.73102131762617,3.99873049286637,5.53987681437518,2.718859223482,-1.4521949734476,1.76337825372303,1.18444274202135,2.39167057468468,6.85580040453595,-4.03186668501949,7.12633772285945,3.85758753165229,0.253332128926474,-2.54138771678455,5.1742244716896,8.38885820692592,0.625983668081921,0.843197426245027,6.30020006669359,5.06126894691579,4.38060153822874,0.819814353960712,3.90285344770456,0.523526759099788,4.09153915614591,-0.417155703437012,8.15799108033185,7.3748796998079,-1.20757896976903,7.53111112357929,-0.250270380977234,3.03922752664286,3.9555992882581,2.66115639461703,-0.316515469833954,-2.77526343004327,0.805362114312492,-0.748373641642186,-5.30160492847013,0.064899301173775,6.13083652637533,0.673730712895984,-1.2579857514349,-1.4173574581763,4.29799711219743,1.78071090553027,0.165457275377573,-2.35309385798839,5.18886500364536,-1.3371338920571,-0.376096338251243,-0.513023335645569,3.47575694715923,0.1086799653174,-0.226853424478646,4.62196868325351,0.925179933490145,4.02883513907449,1.04413208156881,-1.58169233597935,4.18147255619298,-2.86028421946651,0.781780918953248,-1.63951358182894,5.85262740659736,3.58524023470862,2.12416158045136,0.723051818417081,5.47469806204679,-0.402284163308272,4.40732389094525,4.96386179355163,7.01766249592265,6.12421774778188,0.911053997487947,5.54072310868485,4.66830673711404,2.8635961384563,5.19361720753331,-0.740762719484474,-0.371571239968679,6.49832766902055,5.01043922601957,3.4303565580474,-2.73320579689724,-0.190271327623585,3.99407251776804,6.51924525736094,-0.779848048059079,0.803815559181116,5.4533224078644,5.26488683729043,0.7971462523882,4.25367152058477,0.0378079021356638,-1.85942092183632,2.32870240347052,-1.39991851204872,3.39512520280505,0.386705824167575,-0.0731251089531341,5.67064415214551,-0.807062615359916,5.80606693053991,4.21577021996089,-1.37010574475372,4.34765213466058,4.93958925521777,1.54212826966036,5.74802446400299,0.151792468821672,5.57958637958027,0.836554107920472
"subject40",-0.689429637164082,6.34433110889926,-0.186196797640642,-0.774830321165735,0.393505580314329,5.50379899472043,4.1689644085464,-1.17271145991747,-0.508551767050389,5.71644182227885,1.55249098644772,4.12679643431437,1.12091694932869,-1.71208260536777,0.93043447598385,-0.405044431919568,0.364905361618041,0.382013792146324,6.34867310030636,5.31149941899025,6.60217867690394,2.87005641819477,-1.44306428970542,2.30734629155162,1.04653444870798,3.08571474784578,6.26441765870756,-4.42086757007584,6.55594940457401,2.80566376956523,0.3275976688031,-2.91109975921341,4.98233346136781,8.29643339516123,-0.493545657555662,-0.462100923059357,6.73495315372821,4.78951512499312,3.60604289077797,0.536338120853679,3.71095861212803,0.727419268782289,3.62000274780923,-1.33473843943039,8.27835948600918,4.85081884878482,-1.349906056175,8.86458093259676,-0.990397237700606,1.62788486163204,3.40816873543333,3.88579136749613,-0.792142343181714,-1.75311798663154,0.854875171203811,-0.81388576227545,-4.25353991657484,0.454318865747808,4.95896974696122,2.1790748526628,-1.4581969955048,-2.16814160360489,5.78619601195734,2.35765187094634,-2.19282238686461,-3.15616585053231,5.1494611224186,-1.29429130913148,0.483452372049913,-0.0944027420658591,4.10178197758697,0.147688593908557,-1.11167791667529,3.12232104742033,-0.214060365913534,4.43841769884406,0.818071577660865,-1.90581189650358,5.77802528601436,-1.15998527932177,0.959240590608671,-1.71024089081475,6.55350644547535,4.09213793563603,2.70554215928394,-2.91265575874091,5.83078388590383,-0.933553435028379,4.31053091039706,4.29557626295741,6.25452626426566,7.07488354516622,-0.411372524549976,-1.24191949858344,5.01107467216035,4.47896125910332,4.3884696924638,0.841247570966967,-1.415973207823,5.9595114379139,5.74694408457284,2.87532809986667,-2.7149736226838,-1.41661916029792,3.72845593062604,7.17875734580324,-1.46511289922781,2.23365421809717,4.88621410426353,5.45203365025864,1.12889525840434,4.12717406883175,-0.210603171777652,-0.771188902704741,2.35260672758131,-0.115790552544711,3.89297266990966,0.328706246138909,-1.32464731064207,4.84739273506604,-0.855490161895686,5.51033618866258,5.40337597324788,-1.79026779226444,4.46882139493686,5.20603327349716,0.886525392995822,5.17180386228029,0.00897793533249398,5.38902080582157,0.582904777861915
"subject41",-0.101884048816092,6.17801189802567,-0.782726281971434,-0.863816439321333,0.391396797730133,8.4480475726827,4.53404119623784,-0.425664898591738,-0.0983708319607428,5.91882573785779,0.740050588882362,3.26204308130168,-0.138211842571627,-0.864537007222181,0.938118893448123,0.244333048552112,0.38316259741991,1.1369666434143,6.41990503674078,4.7143476540974,7.14703766121127,2.81943762355636,-2.80689137890469,3.61646776376738,-0.469776782611608,2.97213967011145,6.23680807626117,-1.79704514402333,5.94983116945659,4.60287799714868,-0.472806652566328,-2.65426342273535,4.63711821881671,8.57289352572688,-1.14771219167518,-0.661235065199547,4.25449892721302,4.61581918862591,4.90947204166582,0.167286121243194,5.22346900169824,-0.565458856858463,4.24889867065806,-1.33749775743021,8.05760767763337,5.65292517901243,-1.34990812729298,7.82784201125103,-0.0737019148296396,3.16262083782474,2.24364954075995,3.49183801675813,-0.81301863890199,-2.73032551458229,2.17918277324795,-0.324934085867776,-4.18903021553337,0.284457813072474,6.54183552367458,0.0932053197573728,-0.315380637556061,-1.88522339410381,5.49036423946986,0.841459657358766,-2.10934535904717,-3.15183987005402,4.63763185272228,-0.518502066729886,-0.780638374680697,-0.169972441182498,4.99153345145992,0.814758673026823,-0.502421324203932,4.69449512798575,1.39804711395945,4.68507421407666,1.18238394858692,-1.66823857445404,3.79905331017984,-1.45945922857135,0.0878560223243174,-2.31026391659636,7.21470183604267,3.10739623813326,2.5821462597721,2.1119450485343,6.50299305028489,-1.97391696277255,3.3729863566178,4.67801800326656,5.78442641356453,7.46873373739703,-0.366444756340277,1.34425116035932,5.23058029963211,4.42227191014521,3.93515277005289,0.114514228592321,-1.56671191913261,5.59367153598253,4.34607290164894,4.57029353366151,-3.78023182641768,-0.378065173784254,3.82017039536875,5.72139403614673,-1.43212150576651,0.80582295681042,5.0629295306455,4.7597743223223,0.644545184398242,3.93481374552534,-0.229854095203294,-2.28172075520345,3.26448642665009,-0.352409584849298,5.17741956250824,-0.48905003229374,-0.0247908464252329,4.11418459372003,-0.953746960518301,4.0165435590222,4.22451437266427,-0.135582799919902,5.64251958120522,5.081948930621,1.00169454596046,5.07715005678478,-0.218578429165795,5.6774077524032,1.79221815224633
"subject42",-0.595552122834454,6.33659334863851,0.502789279900528,0.0649073947989098,-0.967202211589284,8.72266416981316,4.67049442595554,-1.10849662923795,-0.420906727187776,5.8928571964123,1.28419074814397,4.26125811547339,0.393791188019444,0.427697720936056,0.790310543854224,0.658686325947267,-0.727131711923994,-1.01930833452555,7.33323050484688,5.39078831385335,5.12197626413831,3.35444776345831,-0.703814830754545,2.81127740325838,1.05527700562305,4.27657915252492,7.04024587942073,1.22564119255856,8.10576516366424,3.30246504828936,0.869381068973182,-1.03810236595017,3.9210503793895,8.81109140703392,-0.451637751986485,1.41815181744057,6.21070833398076,6.25147050083252,4.20547687612203,0.215897884878128,4.31339325303043,0.0464766177379737,3.68814368234567,-0.091919111119835,6.5262115862076,6.20695643866272,-1.8890158688727,7.67485375320703,-0.385665819710127,3.16890812763251,2.71488282810043,3.15641338605364,-0.563080751236619,-1.58369453415035,2.51338247071325,-0.608362652058815,-4.79477029725959,1.03274443401753,6.95532162027846,2.0771945967235,-1.67170366308138,-2.24264232220973,7.162249259683,2.34228692119567,-1.65460791807848,-1.94120823437847,5.46398768922088,-0.515205251935396,-0.275951811061488,0.302706028742665,2.44796860633354,0.15870886904402,-0.653379365310948,6.01209910988362,0.122821588181969,3.86527882451559,1.35618896781935,-2.20177437376898,5.65844737833979,-1.44291320036486,0.281651288692076,-0.576851285638276,6.46731898197199,4.06327314106454,3.74860514591375,-0.632688004083508,5.85525585301824,-0.254693310382224,4.26076683140185,4.64037658785174,6.6597836257381,6.53361464141058,-0.291749140948777,1.32377858125081,5.55916118778295,3.95132667257485,5.63606926861604,-1.14803544020976,-1.1786359196576,6.61772470640853,4.39958225736058,2.97616986758913,-2.26933802607217,-0.495261512564145,4.04255434707374,7.27155214972113,-0.395966293882404,0.0761918285626764,5.73623028146565,4.89469192464887,0.586520438098921,3.70347891652511,-0.26809306016576,1.34205875789006,4.11331375340333,0.831033836570358,5.59455659016697,0.460676526935384,-1.00202305952032,5.40154422466546,-0.292655415682621,5.92355574035774,6.33329602283817,-1.48473146950925,6.06518175985337,5.4461726050021,1.34528951187004,4.75552353275693,0.512682156640125,4.91034996225286,1.51693001477486
"subject43",-0.742398264568549,6.4134567431986,-0.106724602820094,-0.24938458330312,1.53393604722775,5.87919381062568,5.39242323264613,-1.73980662649848,-0.322055349148206,5.56136080851523,1.49118517042261,5.03035925313347,-0.333040606181898,-0.692434594388772,1.66247039199693,-0.0823471346921173,-0.176350453665127,0.745481632718635,5.83631277674369,2.91570375817749,5.7358927497295,3.31487711464034,-2.88079950142191,7.50425908679505,-0.852278044439422,1.93679471896625,6.29829944429053,1.12641533495981,6.9303530048749,4.82576713463629,-0.0231947172283668,-3.98289811357111,3.82397561793755,9.00046961770554,0.643768182400657,2.28753012676594,4.97329332312443,6.15624082677215,5.47488693141436,0.336853534649001,5.32979938915423,0.33624473967108,4.56024965211477,-0.387656940870958,6.47030899620012,4.19212344699127,-2.24504753750546,6.58178093214412,-0.22888467740503,3.10003282839528,5.42647208831248,2.03873924489458,-0.112668074400119,-1.00272881146702,1.78782352071304,-0.327390994663794,-3.72717526010036,-0.189886384581347,6.23545929970927,3.72425475516939,-1.13463684324764,-1.29483776910079,4.23267464373514,1.70954765439224,-0.337297485067672,-1.29440819866597,5.36152311396329,-0.0235698206794612,0.139502127245918,0.746949265757519,4.16034023848448,0.0186205611289086,0.23177706518116,4.84867021595014,1.14072767291267,4.57493141190421,1.46667270908522,-0.370814822570173,2.83662403338579,-0.267020609464827,-0.231462421108105,-1.48801415055443,6.41232595171563,4.12843393262687,3.01388000919265,-1.45342496094,4.40277042103782,-0.161832720458824,3.59960048562736,4.5357624132526,6.39968732232825,5.49914336613158,-0.534644622346803,-0.713740453948113,5.92577518613831,2.3963187614132,5.31359040573596,0.270297517487498,-1.46865535301205,7.11575316882917,5.65826987278166,2.74356875967519,-1.04468110349368,-0.658711251184294,5.01539047638939,6.10700088151987,-0.200869995676128,0.107094220720009,6.35401672245108,6.1491974839086,1.46919556755473,5.34042853815514,0.828941396346642,-2.36679124980381,2.69349478532541,2.06254017993748,6.21949262580229,1.09488908467937,-0.655892865985304,5.40854886388453,-2.73279214866788,6.10714660780087,4.91609023791093,1.10764874978598,4.03199124811744,6.06379504802641,0.0391503217222846,4.9998642999091,0.394352392888808,5.63076698533994,0.46861032929957
"subject44",-1.11607329832015,6.27325577281436,-2.20460808009073,-1.41319479211417,-0.536072969331119,4.49288695141975,4.33430007854862,0.223005064570064,-0.879851121057228,5.6368508712671,2.08650656284058,3.17845815853515,0.0221754181857971,1.99848294947445,0.405759782284222,-0.176485225226849,-0.243105126150944,0.391238204164325,5.67283500950297,5.3486270962739,5.61649225994356,2.47011122651904,-0.161858116174866,2.47099167114869,2.09192767346415,3.34116158239207,6.57628691826412,2.37327137463775,5.95416372722071,4.15392737935251,-1.00232970783529,-2.72377327283489,6.37889463566103,8.37251286669036,-0.674973546366421,-0.364826351646076,7.20619071283094,5.80149587699355,2.78083635176716,-0.145722710012015,4.06708122421483,0.943032778337897,6.02294655972972,-0.696011048912141,6.03240076035553,4.66939765279954,-2.64700609870884,6.46042900962388,-0.337401373948261,3.02364218618011,4.76058561075562,3.59956579199308,-0.789964981547582,-1.77852470286287,0.883572465398625,-2.27360056536669,-3.40614112516598,0.45778853319064,8.2048804055122,-0.543620068167184,-0.740525262649437,-0.52014388787489,4.92071150741936,1.03427856006851,-1.01889180130647,-0.642085457163488,4.40139322640411,-0.915099737628888,0.132302158382594,-0.893737441602867,3.18097437151812,-0.423313108861149,-0.105752381107897,2.6765904432162,-1.53237133181596,4.76106441448417,1.90879318637697,-3.12203890189762,4.51182559391893,-0.585198481873801,0.356481006604816,-0.983103873757915,6.33867797194612,3.34853385110467,3.08336942167235,-0.386782166958974,5.19817509768761,0.127741645418754,4.38435515208511,3.42613454205313,5.72661092278433,5.80002701017798,-0.703521883942531,-2.37921654833065,4.98553372081315,4.13969953434352,4.850034671845,-0.611248100261442,-1.17112267501599,6.69990719337555,5.48745541264158,4.03197056837736,-2.63527113977228,-0.255451709328285,4.31212391829014,7.4261847804649,-2.17335021489783,1.50348700271229,5.42506460709125,4.38367227722054,1.23595452149989,5.26568154763033,-0.044693873767054,0.400218947376112,3.86386051332541,-2.43767037729619,4.48173082062069,-0.134660433199539,-1.2022404934176,5.13021107619632,0.177568467769894,5.39752895360494,5.39942568848705,0.0769568426744717,5.53793581351317,5.7096969079299,-0.256929589447476,4.1963311852288,0.300878813691427,5.93654076789808,1.25952704176048
"subject45",-0.688055385440723,6.97650218274435,-1.25593176474764,-1.41444177909245,1.75872813143308,8.65977626731445,4.79843040119923,-1.68768884725237,0.457243443654025,5.33591241255741,1.12784446454382,3.65673983719221,-0.399285540280772,-1.51516463165422,0.955213198751926,0.313063673388974,0.555636210959525,-0.842111616738662,6.27548132003294,4.27508459607786,5.33460831306878,2.74141715333352,-1.0188908836201,1.51190712236941,0.496917781054239,3.76305055616384,8.43616086196566,-0.112384491120083,7.75639780772663,4.9832707168118,1.13623022738467,-1.99204105036175,5.19486727022379,11.3984437904922,0.628501494189821,-0.345519514229514,4.75181977817546,4.75914289780588,4.45273202890943,0.502478575939894,3.91561914964098,0.45616171759029,3.89910905154008,-1.27308280943156,6.91980104852331,6.80570716664656,-1.67058929338821,10.3304965318343,-0.570010888689606,2.65896645137542,5.1425173194355,3.43774211070391,0.480448442537327,-2.51377223415598,3.398201044604,-0.86789299175716,-4.18291045757451,-0.309900941661799,5.68709606287892,1.54471929994028,-0.887683988936209,-1.59937104759111,6.12745084482236,1.71154092442381,-3.79367025999438,-1.53259715480348,5.21059677613632,-0.820678121306354,-0.582087564804326,-0.390853792688182,3.75543528667844,0.197696665865796,0.547133662981036,2.51418090607503,-0.0335676863551923,5.93084888661005,2.42370267333508,-2.39315021426701,4.20940944456423,-0.523283685183535,0.350731114579699,-1.45354295246566,5.32786737669588,4.84664057296489,1.31515134494742,0.78371560532855,4.97056198405866,-0.885125030419203,4.28991585231494,4.8712485918808,6.16342496472446,8.29550341045557,0.341557464529067,-0.95399191570816,5.60619564437718,3.56965716188516,4.86768167010623,-1.67551931420866,-1.23384480770819,5.70525566751018,5.51606551302681,3.70983932171186,-1.80378279400015,-0.773371860198864,4.05004350339269,8.08143337171687,-1.05423045804594,1.27426795674044,5.71706191405925,4.22451384426133,1.86218026219416,5.18296582237474,-0.495118368936628,-0.211738422457486,3.8787776106407,-0.714042798257496,5.50468589223208,0.68915234183919,-1.38443252946454,5.01559160636916,-0.829898013013001,5.18028169854949,5.03768978724009,0.011448512272743,4.64096124461406,4.93502610661265,1.05226273456139,5.43672864329748,0.54277940151203,5.65086349617572,1.05426223869638
"subject46",-1.4428565825742,6.88145426461599,0.640004856343412,0.223241646894484,-1.24753399192848,7.15121105012928,5.70120200330553,-1.00910757324033,-1.33871250433979,5.93759399470464,1.54888562719756,4.71271354049863,-0.0341210496984002,0.0921828790411273,0.63827536827252,-0.526534133609451,-0.599507922047364,0.769609374566653,5.69631136469745,2.01522527693297,6.25065958261507,3.25085387986225,-1.93266348150603,3.80799909454544,-0.742101177447224,2.37749498634893,7.42129803610812,0.17534966862412,7.14426461613756,4.42664178982987,1.54754413328611,-2.75798288264074,4.90447215688426,8.83229923328454,-0.298691870137876,0.666415227389947,8.88578028672778,5.23349633702699,4.63617390966741,0.0433911444238074,4.44433021346372,0.983786743129895,4.27259586366702,-0.516475225857277,7.21823240556369,5.43635389106269,-1.32653334306557,6.60874188458177,-0.289343344693288,2.92418007485168,2.94142328921828,2.37656116451277,-0.817112439163133,-1.50641154509713,0.497829068466877,-0.411443067900965,-4.18858584493241,1.08719068165159,7.53140686791539,0.423615129785648,-0.372602142404863,-1.7969684193473,5.84738297490041,3.70952156577842,-0.275686522460606,-1.66367434853761,4.34387414464112,-1.20365137682836,0.0618243492320853,-0.412466416684251,3.67937408252355,0.414366329605546,-1.0996509539319,5.11762546874417,0.569860860570665,4.6981626196237,1.1984634445412,-1.44485151870375,6.37481791260935,-2.06854590215442,0.286679319029165,-1.85613304858301,7.22535238878928,5.01516524728366,2.58104081189143,-0.405155633262562,6.494986256436,-0.173245980708731,4.40408128540149,4.28701737511322,6.7758531122832,6.45212207289412,-0.97614079460071,0.268073599530202,5.45706535615704,1.93342846367921,4.86589853527796,-0.293134811584094,-1.2697316850507,7.18418016855556,5.51154662698444,2.70482686900613,-2.42199757871843,-0.742390522229092,4.54207469256076,6.03149154704471,-1.41918703139087,0.785277097703995,3.90983947273853,5.08730862107793,0.270652363356566,4.08949312329069,-0.613397230948449,-0.161040189112169,1.49684064970755,0.0143209013544786,4.1344443803515,0.212095359946081,-1.15922087183079,5.66382728641245,-1.23018576459243,4.83689442190468,3.59585581937416,0.92884431051091,5.58084731131739,5.42698015098663,1.11648029208152,5.36036599319427,0.326951215869163,6.1944699078084,0.4291635082857
